Finished,Q3,Q42,Q43,Q6,Q7,Q8,Q9,Salary Exp 1_1,Salary Exp 1_2,Salary Exp 1_3,Salary Exp 2,Salary Exp 2 depend_1,Salary Exp 2 depend_2,Salary Exp 3_1,Salary Exp 3_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q15,Q16,Q17,Q17_6_TEXT,Q18,Q20,Q23,definition
True,I agree,Yes,IT BASED ON MATHEMATICAL GUARENTEES AND RESULT CAN BE SEEN BY ALLWITH SAME INFERANCE ABOUT PRIVATE INFORMATION.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,4,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Man,1982,White,NA,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$150,000 to under $200,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,2,3,2,1 - No Understanding,Woman,1957,White,NA,Some college but no degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$40,000 to under $50,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is the gold standard in data privacy and protection and is widely recognized as the strongest guarantee of privacy available."
True,I agree,Yes,Differential privacy is a kind of publicly sharing  information about a dataset by describing pattern of group within  the dataset,Yes,"Because, Sharing our salary with the initiative is very much helpful to earn more income. By properly  sharing this salary helps to our relatives and friend sor emergency expenses",NA,NA,True,False,False,True,NA,NA,True,True,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,4,4,Man,1994,Black or African American,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$30,000 to under $40,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,Yes,ensures that the probability that a statistical query will produce a given result is nearly the same whether it's conducted on the first or second database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,4,3,3,5 - Full Understanding,4,Man,1990,White,NA,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy protects a user’s identity and the specifics of their data, meaning individuals incur almost no risk by joining the dataset."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1990,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$80,000 to under $100,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1993,White,NA,Bachelor's degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$150,000 to under $200,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy is a novel, mathematical technique to preserve privacy which is used by companies like Apple and Uber."
True,I agree,I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1996,"Asian, Native Hawaiian, or Pacific Islander",NA,"Advanced degree (e.g., Master's, doctorate)","I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,I'm not sure,NA,Yes,Because it is likely fictional.,NA,NA,False,True,True,True,NA,NA,True,True,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1988,Hispanic or Latino,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$65,000 to under $80,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,Woman,1974,White,NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","$20,000 to under $30,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,Yes,"I think it would help people see how much they are earning versus other people. They have a chance to speak out and increase their salary if they are unhappy. If I was making less money than co-workers on the same level as me, I would ask for a raise. If they didn't give me a raise I would find a job with a new company at a higher salary.",NA,NA,False,NA,NA,False,True,True,False,False,5 - Full Understanding,5 - Full Understanding,4,5 - Full Understanding,3,5 - Full Understanding,Man,1991,White,NA,Some college but no degree,"I have an education in, or work in, the field of computer science, computer engineering or IT.","$50,000 to under $65,000",NA
True,I agree,Yes,differential privacy helps to collect user information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,4,4,4,5 - Full Understanding,5 - Full Understanding,Man,1978,White,NA,"Advanced degree (e.g., Master's, doctorate)","I have an education in, or work in, the field of computer science, computer engineering or IT.","$100,000 to under $125,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy allows analysts to learn useful information from large amounts of data without compromising an individual's privacy."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,2,3,Woman,1989,"Asian, Native Hawaiian, or Pacific Islander",NA,Bachelor's degree,"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","Less than $10,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential Privacy injects statistical noise into collected data in a way that protects privacy without significantly changing conclusions."
True,I agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,5 - Full Understanding,4,Man,1962,White,NA,High school graduate (high school diploma or equivalent including GED),"I DO NOT I have an education in, nor do I work in, the field of computer science, computer engineering or IT.","Less than $10,000","To reduce the intrusion into personal privacy, your friend says they will use a technique called differential privacy. Differential privacy ensures that the removal or addition of a single database item does not (substantially) affect the outcome of any analysis. It follows that no risk is incurred by joining the database, providing a mathematically rigorous means of coping with the fact that distributional information may be disclosive."
